,stage,feedbackOn,trialsComplete,famInd,features,rule,responseOrder,correctResponse,guess,confidence,correct,rt,pid,numTrainTrials,condition
3343,interleaved_epochs,True,97,4,"[2, 3]",2d1,"[7, 6]",7,6,0.66,False,3391,1,216,interleaved
3344,interleaved_epochs,True,98,3,"[6, 3]",2d1,"[5, 3]",3,3,0.68,True,3483,1,216,interleaved
3345,interleaved_epochs,True,99,1,"[2, 4]",2d1,"[0, 2]",2,2,0.6900000000000001,True,4009,1,216,interleaved
3346,interleaved_epochs,True,100,3,"[4, 3]",2d1,"[5, 3]",3,5,0.8300000000000001,False,3802,1,216,interleaved
3347,interleaved_epochs,True,101,1,"[2, 2]",2d1,"[0, 2]",2,2,0.8,True,5146,1,216,interleaved
3348,interleaved_epochs,True,102,4,"[6, 3]",2d1,"[7, 6]",6,7,0.79,False,2317,1,216,interleaved
3349,interleaved_epochs,True,103,4,"[4, 3]",2d1,"[6, 7]",6,7,0.7000000000000001,False,2741,1,216,interleaved
3350,interleaved_epochs,True,104,1,"[5, 6]",2d1,"[2, 0]",0,2,0.8300000000000001,False,2689,1,216,interleaved
3351,interleaved_epochs,True,105,3,"[5, 1]",2d1,"[5, 3]",3,3,0.67,True,2985,1,216,interleaved
3352,interleaved_epochs,True,106,1,"[6, 5]",2d1,"[2, 0]",0,0,0.8300000000000001,True,3865,1,216,interleaved
3353,interleaved_epochs,True,107,3,"[6, 5]",2d1,"[5, 3]",3,5,0.67,False,3570,1,216,interleaved
3354,interleaved_epochs,True,108,4,"[5, 2]",2d1,"[6, 7]",6,7,0.73,False,2998,1,216,interleaved
3355,interleaved_epochs,True,109,4,"[2, 6]",2d1,"[7, 6]",7,6,0.59,False,3534,1,216,interleaved
3356,interleaved_epochs,True,110,3,"[1, 1]",2d1,"[5, 3]",5,5,0.8,True,2944,1,216,interleaved
3357,interleaved_epochs,True,111,1,"[3, 2]",2d1,"[2, 0]",2,2,0.96,True,3778,1,216,interleaved
3358,interleaved_epochs,True,112,3,"[5, 4]",2d1,"[5, 3]",3,3,0.67,True,3227,1,216,interleaved
3359,interleaved_epochs,True,113,1,"[4, 6]",2d1,"[2, 0]",0,0,0.65,True,4043,1,216,interleaved
3360,interleaved_epochs,True,114,4,"[1, 2]",2d1,"[6, 7]",7,6,0.67,False,2806,1,216,interleaved
3361,interleaved_epochs,True,115,3,"[2, 4]",2d1,"[5, 3]",5,3,0.8,False,3899,1,216,interleaved
3362,interleaved_epochs,True,116,1,"[5, 3]",2d1,"[0, 2]",0,2,0.64,False,8109,1,216,interleaved
3363,interleaved_epochs,True,117,4,"[4, 5]",2d1,"[6, 7]",6,6,0.81,True,2804,1,216,interleaved
3364,interleaved_epochs,True,118,1,"[3, 1]",2d1,"[2, 0]",2,0,0.63,False,6270,1,216,interleaved
3365,interleaved_epochs,True,119,3,"[3, 1]",2d1,"[5, 3]",5,3,0.55,False,4527,1,216,interleaved
3366,interleaved_epochs,True,120,4,"[6, 6]",2d1,"[7, 6]",6,7,0.74,False,2558,1,216,interleaved
3367,interleaved_epochs,True,121,4,"[3, 1]",2d1,"[7, 6]",7,7,0.30000000000000004,True,3646,1,216,interleaved
3368,interleaved_epochs,True,122,3,"[1, 2]",2d1,"[3, 5]",5,3,0.1,False,2399,1,216,interleaved
3369,interleaved_epochs,True,123,1,"[2, 3]",2d1,"[2, 0]",2,2,0.61,True,4234,1,216,interleaved
3370,interleaved_epochs,True,124,3,"[2, 5]",2d1,"[3, 5]",5,5,1.0,True,5320,1,216,interleaved
3371,interleaved_epochs,True,125,4,"[6, 4]",2d1,"[6, 7]",6,7,1.0,False,4090,1,216,interleaved
3372,interleaved_epochs,True,126,1,"[5, 1]",2d1,"[2, 0]",0,2,1.0,False,5232,1,216,interleaved
3373,interleaved_epochs,True,127,3,"[6, 2]",2d1,"[3, 5]",3,5,0.61,False,3051,1,216,interleaved
3374,interleaved_epochs,True,128,4,"[5, 5]",2d1,"[7, 6]",6,6,0.7000000000000001,True,4393,1,216,interleaved
3375,interleaved_epochs,True,129,1,"[1, 2]",2d1,"[0, 2]",2,2,1.0,True,5477,1,216,interleaved
3376,interleaved_epochs,True,130,4,"[4, 6]",2d1,"[7, 6]",6,6,1.0,True,4558,1,216,interleaved
3377,interleaved_epochs,True,131,1,"[2, 1]",2d1,"[0, 2]",2,0,0.9500000000000001,False,4587,1,216,interleaved
3378,interleaved_epochs,True,132,3,"[2, 1]",2d1,"[3, 5]",5,3,0.91,False,10550,1,216,interleaved
3379,interleaved_epochs,True,133,3,"[1, 4]",2d1,"[3, 5]",5,5,0.77,True,3674,1,216,interleaved
3380,interleaved_epochs,True,134,1,"[6, 3]",2d1,"[2, 0]",0,0,1.0,True,4503,1,216,interleaved
3381,interleaved_epochs,True,135,4,"[3, 2]",2d1,"[6, 7]",7,7,0.79,True,3859,1,216,interleaved
3382,interleaved_epochs,True,136,4,"[3, 6]",2d1,"[7, 6]",7,6,1.0,False,3183,1,216,interleaved
3383,interleaved_epochs,True,137,3,"[5, 2]",2d1,"[3, 5]",3,5,0.8200000000000001,False,8670,1,216,interleaved
3384,interleaved_epochs,True,138,1,"[1, 1]",2d1,"[0, 2]",2,2,1.0,True,4697,1,216,interleaved
3385,interleaved_epochs,True,139,3,"[5, 6]",2d1,"[3, 5]",3,3,0.77,True,3481,1,216,interleaved
3386,interleaved_epochs,True,140,4,"[1, 6]",2d1,"[7, 6]",7,6,1.0,False,3422,1,216,interleaved
3387,interleaved_epochs,True,141,1,"[6, 1]",2d1,"[0, 2]",0,0,1.0,True,4536,1,216,interleaved
3388,interleaved_epochs,True,142,4,"[3, 3]",2d1,"[7, 6]",7,7,1.0,True,4472,1,216,interleaved
3389,interleaved_epochs,True,143,3,"[2, 6]",2d1,"[5, 3]",5,3,1.0,False,2999,1,216,interleaved
3390,interleaved_epochs,True,144,1,"[1, 5]",2d1,"[2, 0]",2,0,1.0,False,4449,1,216,interleaved
3391,interleaved_epochs,True,145,1,"[3, 6]",2d1,"[2, 0]",2,2,0.97,True,4139,1,216,interleaved
3392,interleaved_epochs,True,146,4,"[1, 1]",2d1,"[6, 7]",7,7,1.0,True,3912,1,216,interleaved
3393,interleaved_epochs,True,147,3,"[3, 2]",2d1,"[5, 3]",5,5,0.77,True,3832,1,216,interleaved
3394,interleaved_epochs,True,148,4,"[3, 4]",2d1,"[7, 6]",7,6,0.88,False,2899,1,216,interleaved
3395,interleaved_epochs,True,149,1,"[4, 2]",2d1,"[2, 0]",0,2,0.8200000000000001,False,3713,1,216,interleaved
3396,interleaved_epochs,True,150,3,"[1, 6]",2d1,"[5, 3]",5,3,1.0,False,3163,1,216,interleaved
3397,interleaved_epochs,True,151,3,"[5, 5]",2d1,"[3, 5]",3,3,0.97,True,11202,1,216,interleaved
3398,interleaved_epochs,True,152,1,"[6, 4]",2d1,"[2, 0]",0,0,0.7000000000000001,True,2947,1,216,interleaved
3399,interleaved_epochs,True,153,4,"[2, 1]",2d1,"[6, 7]",7,6,0.77,False,2980,1,216,interleaved
3400,interleaved_epochs,True,154,3,"[3, 4]",2d1,"[5, 3]",5,3,0.6900000000000001,False,2757,1,216,interleaved
3401,interleaved_epochs,True,155,1,"[1, 6]",2d1,"[0, 2]",2,0,1.0,False,3758,1,216,interleaved
3402,interleaved_epochs,True,156,4,"[4, 4]",2d1,"[6, 7]",6,7,0.6000000000000001,False,3504,1,216,interleaved
3403,interleaved_epochs,True,157,4,"[5, 4]",2d1,"[6, 7]",6,7,1.0,False,4730,1,216,interleaved
3404,interleaved_epochs,True,158,3,"[6, 6]",2d1,"[5, 3]",3,5,0.6000000000000001,False,3383,1,216,interleaved
3405,interleaved_epochs,True,159,1,"[3, 4]",2d1,"[2, 0]",2,2,0.99,True,4412,1,216,interleaved
3406,interleaved_epochs,True,160,3,"[3, 3]",2d1,"[5, 3]",5,3,1.0,False,3596,1,216,interleaved
3407,interleaved_epochs,True,161,4,"[3, 5]",2d1,"[6, 7]",7,7,1.0,True,4522,1,216,interleaved
3408,interleaved_epochs,True,162,1,"[2, 5]",2d1,"[0, 2]",2,2,0.91,True,3917,1,216,interleaved
3409,interleaved_epochs,True,163,1,"[4, 5]",2d1,"[2, 0]",0,0,0.91,True,3636,1,216,interleaved
3410,interleaved_epochs,True,164,4,"[2, 4]",2d1,"[6, 7]",7,6,0.88,False,4087,1,216,interleaved
3411,interleaved_epochs,True,165,3,"[1, 5]",2d1,"[5, 3]",5,3,0.71,False,3818,1,216,interleaved
3412,interleaved_epochs,True,166,1,"[4, 3]",2d1,"[0, 2]",0,2,0.73,False,3209,1,216,interleaved
3413,interleaved_epochs,True,167,3,"[1, 3]",2d1,"[5, 3]",5,3,0.86,False,49803,1,216,interleaved
3414,interleaved_epochs,True,168,4,"[1, 5]",2d1,"[7, 6]",7,6,0.66,False,19734,1,216,interleaved
3415,interleaved_epochs,True,169,3,"[6, 1]",2d1,"[5, 3]",3,5,0.71,False,5105,1,216,interleaved
3416,interleaved_epochs,True,170,4,"[2, 5]",2d1,"[6, 7]",7,7,0.28,True,4618,1,216,interleaved
3417,interleaved_epochs,True,171,1,"[2, 6]",2d1,"[0, 2]",2,0,1.0,False,4081,1,216,interleaved
3418,interleaved_epochs,True,172,3,"[3, 6]",2d1,"[5, 3]",5,3,0.96,False,4848,1,216,interleaved
3419,interleaved_epochs,True,173,4,"[6, 5]",2d1,"[6, 7]",6,6,0.66,True,6711,1,216,interleaved
3420,interleaved_epochs,True,174,1,"[4, 1]",2d1,"[2, 0]",0,0,1.0,True,4770,1,216,interleaved
3421,interleaved_epochs,True,175,1,"[1, 4]",2d1,"[0, 2]",2,2,1.0,True,3509,1,216,interleaved
3422,interleaved_epochs,True,176,4,"[4, 1]",2d1,"[7, 6]",6,7,1.0,False,3042,1,216,interleaved
3423,interleaved_epochs,True,177,3,"[3, 5]",2d1,"[3, 5]",5,5,0.97,True,3436,1,216,interleaved
3424,interleaved_epochs,True,178,4,"[1, 3]",2d1,"[6, 7]",7,7,1.0,True,112640,1,216,interleaved
3425,interleaved_epochs,True,179,1,"[5, 5]",2d1,"[2, 0]",0,2,1.0,False,119048,1,216,interleaved
3426,interleaved_epochs,True,180,3,"[2, 2]",2d1,"[3, 5]",5,3,1.0,False,3537,1,216,interleaved
3427,interleaved_epochs,True,181,3,"[5, 3]",2d1,"[3, 5]",3,5,1.0,False,5519,1,216,interleaved
3428,interleaved_epochs,True,182,4,"[5, 1]",2d1,"[6, 7]",6,6,0.38,True,28831,1,216,interleaved
3429,interleaved_epochs,True,183,1,"[5, 4]",2d1,"[0, 2]",0,2,0.85,False,37005,1,216,interleaved
3430,interleaved_epochs,True,184,4,"[5, 3]",2d1,"[7, 6]",6,6,0.58,True,4629,1,216,interleaved
3431,interleaved_epochs,True,185,3,"[4, 1]",2d1,"[5, 3]",3,5,0.63,False,4031,1,216,interleaved
3432,interleaved_epochs,True,186,1,"[6, 2]",2d1,"[2, 0]",0,2,1.0,False,5616,1,216,interleaved
3433,interleaved_epochs,True,187,3,"[4, 6]",2d1,"[5, 3]",3,5,0.68,False,3916,1,216,interleaved
3434,interleaved_epochs,True,188,4,"[6, 2]",2d1,"[7, 6]",6,6,0.48,True,3323,1,216,interleaved
3435,interleaved_epochs,True,189,1,"[4, 4]",2d1,"[0, 2]",0,0,0.66,True,42048,1,216,interleaved
3436,interleaved_epochs,True,190,1,"[5, 2]",2d1,"[2, 0]",0,2,1.0,False,3906,1,216,interleaved
3437,interleaved_epochs,True,191,3,"[6, 4]",2d1,"[3, 5]",3,3,0.41000000000000003,True,3079,1,216,interleaved
3438,interleaved_epochs,True,192,4,"[5, 6]",2d1,"[6, 7]",6,7,0.8300000000000001,False,19880,1,216,interleaved
3439,interleaved_epochs,True,193,4,"[6, 1]",2d1,"[6, 7]",6,6,0.58,True,19605,1,216,interleaved
3440,interleaved_epochs,True,194,1,"[1, 3]",2d1,"[0, 2]",2,2,0.63,True,16798,1,216,interleaved
3441,interleaved_epochs,True,195,3,"[4, 2]",2d1,"[5, 3]",3,5,0.78,False,26835,1,216,interleaved
3442,interleaved_epochs,True,196,1,"[3, 5]",2d1,"[2, 0]",2,0,0.52,False,6429,1,216,interleaved
3443,interleaved_epochs,True,197,3,"[4, 5]",2d1,"[5, 3]",3,5,0.6900000000000001,False,11797,1,216,interleaved
3444,interleaved_epochs,True,198,4,"[1, 4]",2d1,"[7, 6]",7,7,0.88,True,19703,1,216,interleaved
3445,interleaved_epochs,True,199,3,"[4, 4]",2d1,"[5, 3]",3,5,0.92,False,2603,1,216,interleaved
3446,interleaved_epochs,True,200,4,"[4, 2]",2d1,"[7, 6]",6,7,0.7000000000000001,False,3688,1,216,interleaved
3447,interleaved_epochs,True,201,1,"[6, 6]",2d1,"[2, 0]",0,2,0.64,False,2770,1,216,interleaved
3448,interleaved_epochs,True,202,1,"[3, 3]",2d1,"[0, 2]",2,2,0.65,True,3983,1,216,interleaved
3449,interleaved_epochs,True,203,4,"[2, 2]",2d1,"[7, 6]",7,6,0.5700000000000001,False,2840,1,216,interleaved
3450,interleaved_epochs,True,204,3,"[2, 3]",2d1,"[3, 5]",5,3,0.58,False,4174,1,216,interleaved
3451,interleaved_epochs,True,205,1,"[2, 4]",2d1,"[2, 0]",2,2,0.7000000000000001,True,3961,1,216,interleaved
3452,interleaved_epochs,True,206,3,"[6, 3]",2d1,"[5, 3]",3,3,0.61,True,3472,1,216,interleaved
3453,interleaved_epochs,True,207,4,"[2, 3]",2d1,"[6, 7]",7,7,0.73,True,7048,1,216,interleaved
3454,interleaved_epochs,True,208,3,"[4, 3]",2d1,"[3, 5]",3,3,0.56,True,6483,1,216,interleaved
3455,interleaved_epochs,True,209,4,"[6, 3]",2d1,"[7, 6]",6,6,0.66,True,3274,1,216,interleaved
3456,interleaved_epochs,True,210,1,"[2, 2]",2d1,"[2, 0]",2,2,0.68,True,2720,1,216,interleaved
3457,interleaved_epochs,True,211,4,"[4, 3]",2d1,"[6, 7]",6,7,0.49,False,2512,1,216,interleaved
3458,interleaved_epochs,True,212,3,"[5, 1]",2d1,"[5, 3]",3,5,0.64,False,2853,1,216,interleaved
3459,interleaved_epochs,True,213,1,"[5, 6]",2d1,"[2, 0]",0,0,0.56,True,3024,1,216,interleaved
3460,interleaved_epochs,True,214,4,"[5, 2]",2d1,"[7, 6]",6,7,1.0,False,3265,1,216,interleaved
3461,interleaved_epochs,True,215,1,"[6, 5]",2d1,"[0, 2]",0,0,1.0,True,3854,1,216,interleaved
3462,interleaved_epochs,True,216,3,"[6, 5]",2d1,"[3, 5]",3,3,1.0,True,3823,1,216,interleaved
3463,test1,False,1,4,"[2, 1]",2d1,"[7, 6]",7,6,0.41000000000000003,False,6624,1,216,interleaved
3464,test1,False,2,1,"[4, 1]",2d1,"[0, 2]",0,0,0.86,True,3538,1,216,interleaved
3465,test1,False,3,3,"[3, 5]",2d1,"[5, 3]",5,3,0.55,False,4096,1,216,interleaved
3466,test1,False,4,4,"[5, 1]",2d1,"[7, 6]",6,6,0.45,True,6990,1,216,interleaved
3467,test1,False,5,3,"[3, 6]",2d1,"[3, 5]",5,5,0.66,True,2192,1,216,interleaved
3468,test1,False,6,1,"[2, 1]",2d1,"[2, 0]",2,2,1.0,True,3083,1,216,interleaved
3469,test1,False,7,1,"[4, 2]",2d1,"[0, 2]",0,2,1.0,False,2806,1,216,interleaved
3470,test1,False,8,4,"[4, 6]",2d1,"[7, 6]",6,6,0.64,True,5057,1,216,interleaved
3471,test1,False,9,3,"[2, 4]",2d1,"[5, 3]",5,5,0.67,True,2077,1,216,interleaved
3472,test1,False,10,3,"[4, 4]",2d1,"[5, 3]",3,5,0.8,False,2210,1,216,interleaved
3473,test1,False,11,4,"[1, 6]",2d1,"[6, 7]",7,7,0.61,True,3642,1,216,interleaved
3474,test1,False,12,1,"[2, 3]",2d1,"[2, 0]",2,0,0.66,False,7542,1,216,interleaved
3475,test1,False,13,1,"[3, 4]",2d1,"[2, 0]",2,2,0.71,True,2094,1,216,interleaved
3476,test1,False,14,3,"[2, 1]",2d1,"[5, 3]",5,5,0.41000000000000003,True,2117,1,216,interleaved
3477,test1,False,15,4,"[6, 6]",2d1,"[6, 7]",6,6,0.09,True,2001,1,216,interleaved
3478,test1,False,16,1,"[4, 5]",2d1,"[0, 2]",0,0,0.92,True,3523,1,216,interleaved
3479,test1,False,17,3,"[5, 3]",2d1,"[5, 3]",3,3,0.62,True,4159,1,216,interleaved
3480,test1,False,18,4,"[2, 5]",2d1,"[7, 6]",7,7,0.74,True,2558,1,216,interleaved
3481,test1,False,19,3,"[6, 5]",2d1,"[3, 5]",3,5,0.56,False,1722,1,216,interleaved
3482,test1,False,20,4,"[5, 3]",2d1,"[7, 6]",6,7,0.68,False,15502,1,216,interleaved
3483,test1,False,21,1,"[3, 3]",2d1,"[0, 2]",2,2,0.52,True,3159,1,216,interleaved
3484,test1,False,22,3,"[4, 3]",2d1,"[3, 5]",3,5,0.51,False,1910,1,216,interleaved
3485,test1,False,23,4,"[2, 3]",2d1,"[7, 6]",7,7,0.71,True,3154,1,216,interleaved
3486,test1,False,24,1,"[3, 5]",2d1,"[2, 0]",2,2,0.92,True,4061,1,216,interleaved
3487,test1,False,25,3,"[6, 4]",2d1,"[5, 3]",3,5,0.45,False,1668,1,216,interleaved
3488,test1,False,26,4,"[1, 4]",2d1,"[6, 7]",7,6,0.61,False,2218,1,216,interleaved
3489,test1,False,27,1,"[1, 2]",2d1,"[0, 2]",2,0,1.0,False,3336,1,216,interleaved
3490,test1,False,28,3,"[1, 2]",2d1,"[3, 5]",5,5,0.13,True,2657,1,216,interleaved
3491,test1,False,29,1,"[5, 5]",2d1,"[2, 0]",0,0,0.91,True,5749,1,216,interleaved
3492,test1,False,30,4,"[1, 2]",2d1,"[6, 7]",7,7,0.1,True,1986,1,216,interleaved
3493,test1,False,31,1,"[4, 6]",2d1,"[2, 0]",0,0,0.41000000000000003,True,4915,1,216,interleaved
3494,test1,False,32,4,"[2, 4]",2d1,"[7, 6]",7,6,0.67,False,1866,1,216,interleaved
3495,test1,False,33,3,"[6, 6]",2d1,"[5, 3]",3,5,0.64,False,2171,1,216,interleaved
3496,test1,False,34,1,"[6, 6]",2d1,"[0, 2]",0,0,0.66,True,2341,1,216,interleaved
3497,test1,False,35,3,"[1, 5]",2d1,"[5, 3]",5,3,0.56,False,2609,1,216,interleaved
3498,test1,False,36,4,"[1, 5]",2d1,"[7, 6]",7,7,0.67,True,2756,1,216,interleaved
3499,test1,False,37,3,"[5, 6]",2d1,"[5, 3]",3,3,0.45,True,1845,1,216,interleaved
3500,test1,False,38,4,"[3, 6]",2d1,"[6, 7]",7,6,0.65,False,1834,1,216,interleaved
3501,test1,False,39,1,"[2, 2]",2d1,"[2, 0]",2,0,0.4,False,3543,1,216,interleaved
3502,test1,False,40,3,"[4, 2]",2d1,"[5, 3]",3,5,0.62,False,1708,1,216,interleaved
3503,test1,False,41,4,"[3, 5]",2d1,"[6, 7]",7,6,0.65,False,1857,1,216,interleaved
3504,test1,False,42,1,"[5, 6]",2d1,"[0, 2]",0,0,0.59,True,18618,1,216,interleaved
3505,test1,False,43,3,"[3, 4]",2d1,"[3, 5]",5,5,0.58,True,2069,1,216,interleaved
3506,test1,False,44,4,"[5, 4]",2d1,"[7, 6]",6,6,0.63,True,23359,1,216,interleaved
3507,test1,False,45,1,"[1, 3]",2d1,"[0, 2]",2,2,0.6900000000000001,True,2790,1,216,interleaved
3508,test1,False,46,3,"[1, 4]",2d1,"[5, 3]",5,5,0.6000000000000001,True,1747,1,216,interleaved
3509,test1,False,47,1,"[3, 6]",2d1,"[0, 2]",2,2,0.52,True,2361,1,216,interleaved
3510,test1,False,48,4,"[4, 1]",2d1,"[6, 7]",6,7,0.47000000000000003,False,1486,1,216,interleaved
3511,test1,False,49,3,"[4, 6]",2d1,"[3, 5]",3,3,0.53,True,1537,1,216,interleaved
3512,test1,False,50,4,"[1, 1]",2d1,"[7, 6]",7,7,0.64,True,2585,1,216,interleaved
3513,test1,False,51,1,"[6, 5]",2d1,"[2, 0]",0,0,0.61,True,2723,1,216,interleaved
3514,test1,False,52,4,"[3, 3]",2d1,"[7, 6]",7,6,0.58,False,2774,1,216,interleaved
3515,test1,False,53,1,"[4, 4]",2d1,"[0, 2]",0,2,0.62,False,2730,1,216,interleaved
3516,test1,False,54,3,"[5, 2]",2d1,"[5, 3]",3,5,0.6900000000000001,False,1450,1,216,interleaved
3517,test1,False,55,1,"[3, 2]",2d1,"[2, 0]",2,2,0.6900000000000001,True,3882,1,216,interleaved
3518,test1,False,56,3,"[6, 2]",2d1,"[3, 5]",3,3,0.66,True,3075,1,216,interleaved
3519,test1,False,57,4,"[3, 1]",2d1,"[6, 7]",7,7,0.59,True,4229,1,216,interleaved
3520,test1,False,58,1,"[5, 2]",2d1,"[0, 2]",0,0,0.62,True,1716,1,216,interleaved
3521,test1,False,59,4,"[6, 5]",2d1,"[6, 7]",6,6,0.63,True,5517,1,216,interleaved
3522,test1,False,60,3,"[2, 3]",2d1,"[3, 5]",5,5,0.5700000000000001,True,3696,1,216,interleaved
3523,test1,False,61,1,"[6, 2]",2d1,"[0, 2]",0,2,0.54,False,3591,1,216,interleaved
3524,test1,False,62,4,"[3, 4]",2d1,"[6, 7]",7,6,0.66,False,1769,1,216,interleaved
3525,test1,False,63,3,"[1, 3]",2d1,"[3, 5]",5,5,0.55,True,1723,1,216,interleaved
3526,test1,False,64,4,"[2, 6]",2d1,"[7, 6]",7,7,0.62,True,2395,1,216,interleaved
3527,test1,False,65,1,"[2, 5]",2d1,"[2, 0]",2,2,0.29,True,4614,1,216,interleaved
3528,test1,False,66,3,"[2, 2]",2d1,"[5, 3]",5,3,0.5,False,2730,1,216,interleaved
3529,test1,False,67,3,"[4, 1]",2d1,"[3, 5]",3,3,0.7000000000000001,True,1455,1,216,interleaved
3530,test1,False,68,1,"[6, 4]",2d1,"[0, 2]",0,0,1.0,True,2257,1,216,interleaved
3531,test1,False,69,4,"[3, 2]",2d1,"[7, 6]",7,6,0.44,False,2689,1,216,interleaved
3532,test1,False,70,4,"[4, 3]",2d1,"[7, 6]",6,6,0.53,True,3015,1,216,interleaved
3533,test1,False,71,1,"[3, 1]",2d1,"[0, 2]",2,2,0.76,True,49144,1,216,interleaved
3534,test1,False,72,3,"[3, 3]",2d1,"[3, 5]",5,3,0.54,False,2422,1,216,interleaved
3535,test1,False,73,3,"[5, 1]",2d1,"[3, 5]",3,3,0.4,True,12041,1,216,interleaved
3536,test1,False,74,4,"[6, 3]",2d1,"[6, 7]",6,7,0.63,False,2114,1,216,interleaved
3537,test1,False,75,1,"[4, 3]",2d1,"[0, 2]",0,0,0.56,True,1878,1,216,interleaved
3538,test1,False,76,1,"[1, 4]",2d1,"[0, 2]",2,0,0.66,False,3255,1,216,interleaved
3539,test1,False,77,3,"[1, 6]",2d1,"[3, 5]",5,5,0.49,True,2664,1,216,interleaved
3540,test1,False,78,4,"[4, 4]",2d1,"[6, 7]",6,6,0.58,True,1805,1,216,interleaved
3541,test1,False,79,3,"[5, 5]",2d1,"[5, 3]",3,3,0.51,True,1599,1,216,interleaved
3542,test1,False,80,1,"[1, 5]",2d1,"[0, 2]",2,0,0.54,False,1902,1,216,interleaved
3543,test1,False,81,4,"[1, 3]",2d1,"[6, 7]",7,7,0.68,True,3402,1,216,interleaved
3544,test1,False,82,1,"[5, 3]",2d1,"[0, 2]",0,2,0.62,False,6745,1,216,interleaved
3545,test1,False,83,3,"[6, 1]",2d1,"[3, 5]",3,3,0.72,True,1261,1,216,interleaved
3546,test1,False,84,4,"[4, 2]",2d1,"[6, 7]",6,7,0.63,False,1909,1,216,interleaved
3547,test1,False,85,1,"[2, 4]",2d1,"[2, 0]",2,2,0.49,True,1530,1,216,interleaved
3548,test1,False,86,3,"[3, 2]",2d1,"[5, 3]",5,5,0.51,True,1522,1,216,interleaved
3549,test1,False,87,4,"[6, 4]",2d1,"[6, 7]",6,6,0.55,True,1843,1,216,interleaved
3550,test1,False,88,4,"[5, 6]",2d1,"[7, 6]",6,6,0.49,True,45504,1,216,interleaved
3551,test1,False,89,3,"[2, 6]",2d1,"[5, 3]",5,5,0.66,True,2898,1,216,interleaved
3552,test1,False,90,1,"[1, 1]",2d1,"[0, 2]",2,0,0.51,False,2460,1,216,interleaved
3553,test1,False,91,3,"[4, 5]",2d1,"[5, 3]",3,3,0.58,True,2340,1,216,interleaved
3554,test1,False,92,4,"[6, 2]",2d1,"[7, 6]",6,6,0.55,True,2824,1,216,interleaved
3555,test1,False,93,1,"[6, 3]",2d1,"[2, 0]",0,2,1.0,False,5184,1,216,interleaved
3556,test1,False,94,3,"[3, 1]",2d1,"[5, 3]",5,5,0.5,True,2819,1,216,interleaved
3557,test1,False,95,1,"[2, 6]",2d1,"[2, 0]",2,2,0.55,True,3511,1,216,interleaved
3558,test1,False,96,4,"[2, 2]",2d1,"[6, 7]",7,6,0.32,False,1875,1,216,interleaved
3559,test1,False,97,3,"[1, 1]",2d1,"[5, 3]",5,3,0.74,False,1513,1,216,interleaved
3560,test1,False,98,1,"[5, 4]",2d1,"[0, 2]",0,2,1.0,False,3964,1,216,interleaved
3561,test1,False,99,4,"[6, 1]",2d1,"[7, 6]",6,7,0.75,False,2238,1,216,interleaved
3562,test1,False,100,1,"[6, 1]",2d1,"[2, 0]",0,0,1.0,True,3459,1,216,interleaved
3563,test1,False,101,4,"[5, 5]",2d1,"[6, 7]",6,6,0.39,True,1669,1,216,interleaved
3564,test1,False,102,3,"[2, 5]",2d1,"[5, 3]",5,3,0.5700000000000001,False,2649,1,216,interleaved
3565,test1,False,103,4,"[5, 2]",2d1,"[7, 6]",6,6,0.63,True,3270,1,216,interleaved
3566,test1,False,104,3,"[5, 4]",2d1,"[5, 3]",3,5,0.7000000000000001,False,2295,1,216,interleaved
3567,test1,False,105,1,"[1, 6]",2d1,"[0, 2]",2,2,0.64,True,1906,1,216,interleaved
3568,test1,False,106,3,"[6, 3]",2d1,"[5, 3]",3,5,1.0,False,3854,1,216,interleaved
3569,test1,False,107,4,"[4, 5]",2d1,"[6, 7]",6,7,0.28,False,2198,1,216,interleaved
3570,test1,False,108,1,"[5, 1]",2d1,"[0, 2]",0,2,1.0,False,3626,1,216,interleaved
6162,blocked_epochs,True,1,1,"[6, 6]",2d1,"[2, 0]",0,2,0.49,False,9016,2,216,blocked
6163,blocked_epochs,True,2,1,"[6, 4]",2d1,"[2, 0]",0,0,0.65,True,6232,2,216,blocked
6164,blocked_epochs,True,3,1,"[4, 6]",2d1,"[0, 2]",0,0,1.0,True,4668,2,216,blocked
6165,blocked_epochs,True,4,1,"[2, 4]",2d1,"[2, 0]",2,0,1.0,False,4030,2,216,blocked
6166,blocked_epochs,True,5,1,"[4, 3]",2d1,"[0, 2]",0,0,0.38,True,7229,2,216,blocked
6167,blocked_epochs,True,6,1,"[4, 2]",2d1,"[0, 2]",0,0,0.8,True,5379,2,216,blocked
6168,blocked_epochs,True,7,1,"[1, 2]",2d1,"[0, 2]",2,2,0.26,True,4672,2,216,blocked
6169,blocked_epochs,True,8,1,"[1, 5]",2d1,"[0, 2]",2,2,0.88,True,8647,2,216,blocked
6170,blocked_epochs,True,9,1,"[3, 5]",2d1,"[0, 2]",2,0,0.48,False,9055,2,216,blocked
6171,blocked_epochs,True,10,1,"[5, 5]",2d1,"[2, 0]",0,0,1.0,True,4896,2,216,blocked
6172,blocked_epochs,True,11,1,"[6, 3]",2d1,"[2, 0]",0,0,0.48,True,8439,2,216,blocked
6173,blocked_epochs,True,12,1,"[6, 1]",2d1,"[0, 2]",0,0,0.78,True,6415,2,216,blocked
