pid,condition,stage,feedbackOn,trialsComplete,famInd,features,rule,responseOrder,correctResponse,guess,confidence,correct,rt
5c328af23f5d210001834f82,free,test1,False,79,3,"[2, 4]",fi,"[5, 3]",3,5,0.15,False,2479
5c328af23f5d210001834f82,free,test1,False,80,4,"[3, 1]",fi,"[7, 6]",6,6,0.79,True,4490
5c328af23f5d210001834f82,free,test1,False,81,1,"[3, 2]",fi,"[0, 2]",0,2,1.0,False,19874
5c328af23f5d210001834f82,free,test1,False,82,1,"[4, 2]",fi,"[0, 2]",0,2,1.0,False,1940
5c328af23f5d210001834f82,free,test1,False,83,4,"[1, 4]",fi,"[7, 6]",6,6,1.0,True,3084
5c328af23f5d210001834f82,free,test1,False,84,3,"[2, 6]",fi,"[3, 5]",5,5,0.14,True,3696
5c328af23f5d210001834f82,free,test1,False,85,1,"[1, 5]",fi,"[2, 0]",0,0,1.0,True,2109
5c328af23f5d210001834f82,free,test1,False,86,3,"[1, 6]",fi,"[3, 5]",3,5,0.2,False,2870
5c328af23f5d210001834f82,free,test1,False,87,4,"[3, 2]",fi,"[7, 6]",6,6,0.47000000000000003,True,4431
5c328af23f5d210001834f82,free,test1,False,88,3,"[2, 2]",fi,"[5, 3]",3,5,0.11,False,1644
5c328af23f5d210001834f82,free,test1,False,89,4,"[1, 1]",fi,"[6, 7]",6,6,1.0,True,6629
5c328af23f5d210001834f82,free,test1,False,90,1,"[1, 1]",fi,"[2, 0]",0,2,1.0,False,4064
5c328af23f5d210001834f82,free,test2,False,1,1,"[1, 5]",fi,"[0, 2]",0,0,1.0,True,3155
5c328af23f5d210001834f82,free,test2,False,1,1,"[1, 1]",fi,"[0, 2]",0,2,0.84,False,7328
5c328af23f5d210001834f82,free,test2,False,2,3,"[5, 4]",fi,"[5, 3]",5,5,0.09,True,3974
5c328af23f5d210001834f82,free,test2,False,2,4,"[5, 1]",fi,"[6, 7]",6,7,1.0,False,3417
5c328af23f5d210001834f82,free,test2,False,3,4,"[1, 5]",fi,"[6, 7]",6,6,1.0,True,3118
5c328af23f5d210001834f82,free,test2,False,3,3,"[5, 6]",fi,"[5, 3]",5,5,0.63,True,73373
5c328af23f5d210001834f82,free,test2,False,4,1,"[6, 6]",fi,"[2, 0]",2,0,1.0,False,3394
5c328af23f5d210001834f82,free,test2,False,4,1,"[3, 3]",fi,"[0, 2]",0,0,0.25,True,3551
5c328af23f5d210001834f82,free,test2,False,5,3,"[4, 2]",fi,"[5, 3]",3,5,0.35000000000000003,False,8335
5c328af23f5d210001834f82,free,test2,False,5,4,"[1, 4]",fi,"[7, 6]",6,6,1.0,True,4681
5c328af23f5d210001834f82,free,test2,False,6,4,"[6, 4]",fi,"[7, 6]",7,7,1.0,True,3258
5c328af23f5d210001834f82,free,test2,False,6,3,"[2, 4]",fi,"[3, 5]",3,5,0.49,False,4693
5c328af23f5d210001834f82,free,test2,False,7,4,"[3, 3]",fi,"[6, 7]",6,6,0.12,True,4414
5c328af23f5d210001834f82,free,test2,False,7,3,"[4, 6]",fi,"[3, 5]",5,5,1.0,True,6058
5c328af23f5d210001834f82,free,test2,False,8,1,"[4, 4]",fi,"[2, 0]",2,0,0.44,False,4467
5c328af23f5d210001834f82,free,test2,False,8,1,"[5, 4]",fi,"[0, 2]",2,0,1.0,False,3338
5c328af23f5d210001834f82,free,test2,False,9,3,"[3, 6]",fi,"[5, 3]",5,5,0.51,True,25063
5c328af23f5d210001834f82,free,test2,False,9,4,"[2, 3]",fi,"[6, 7]",6,6,1.0,True,2374
5c328af23f5d210001834f82,free,test2,False,10,1,"[4, 1]",fi,"[2, 0]",0,2,1.0,False,2685
5c328af23f5d210001834f82,free,test2,False,10,3,"[6, 4]",fi,"[3, 5]",5,3,0.51,False,7451
5c328af23f5d210001834f82,free,test2,False,11,3,"[6, 3]",fi,"[5, 3]",5,3,0.29,False,3219
5c328af23f5d210001834f82,free,test2,False,11,1,"[3, 1]",fi,"[0, 2]",0,2,1.0,False,3395
5c328af23f5d210001834f82,free,test2,False,12,4,"[4, 2]",fi,"[6, 7]",6,7,0.9,False,3545
5c328af23f5d210001834f82,free,test2,False,12,4,"[3, 6]",fi,"[7, 6]",7,6,0.86,False,33280
5c328af23f5d210001834f82,free,test2,False,13,3,"[6, 2]",fi,"[3, 5]",5,3,0.24,False,3033
5c328af23f5d210001834f82,free,test2,False,13,3,"[3, 1]",fi,"[5, 3]",3,3,0.2,True,3283
5c328af23f5d210001834f82,free,test2,False,14,4,"[2, 4]",fi,"[7, 6]",6,6,0.9500000000000001,True,2791
5c328af23f5d210001834f82,free,test2,False,14,1,"[3, 2]",fi,"[2, 0]",0,2,0.89,False,8128
5c328af23f5d210001834f82,free,test2,False,15,1,"[3, 2]",fi,"[0, 2]",0,2,0.37,False,23392
5c328af23f5d210001834f82,free,test2,False,15,4,"[1, 3]",fi,"[7, 6]",6,6,1.0,True,3256
5c328af23f5d210001834f82,free,test2,False,16,3,"[1, 4]",fi,"[5, 3]",3,5,0.23,False,3125
5c328af23f5d210001834f82,free,test2,False,16,3,"[3, 3]",fi,"[3, 5]",3,5,0.25,False,7341
5c328af23f5d210001834f82,free,test2,False,17,1,"[1, 2]",fi,"[2, 0]",0,2,0.92,False,1990
5c328af23f5d210001834f82,free,test2,False,17,4,"[4, 1]",fi,"[6, 7]",6,7,1.0,False,1898
5c328af23f5d210001834f82,free,test2,False,18,4,"[6, 6]",fi,"[6, 7]",7,7,0.96,True,6875
5c328af23f5d210001834f82,free,test2,False,18,1,"[4, 6]",fi,"[0, 2]",2,0,1.0,False,2074
5c328af23f5d210001834f82,free,test2,False,19,4,"[2, 1]",fi,"[6, 7]",6,6,1.0,True,4407
5c328af23f5d210001834f82,free,test2,False,19,4,"[2, 6]",fi,"[7, 6]",7,6,1.0,False,2667
5c328af23f5d210001834f82,free,test2,False,20,1,"[6, 5]",fi,"[2, 0]",2,0,0.96,False,2766
5c328af23f5d210001834f82,free,test2,False,20,3,"[4, 4]",fi,"[5, 3]",5,5,0.54,True,6591
5c328af23f5d210001834f82,free,test2,False,21,3,"[6, 5]",fi,"[3, 5]",5,5,0.38,True,3627
5c328af23f5d210001834f82,free,test2,False,21,1,"[2, 3]",fi,"[0, 2]",0,0,0.4,True,6520
5c328af23f5d210001834f82,free,test2,False,22,3,"[1, 5]",fi,"[3, 5]",3,5,0.54,False,5598
5c328af23f5d210001834f82,free,test2,False,22,3,"[4, 2]",fi,"[5, 3]",3,3,0.45,True,3005
5c328af23f5d210001834f82,free,test2,False,23,1,"[6, 3]",fi,"[2, 0]",2,2,0.9,True,15352
5c328af23f5d210001834f82,free,test2,False,23,4,"[5, 4]",fi,"[7, 6]",7,7,1.0,True,6933
5c328af23f5d210001834f82,free,test2,False,24,4,"[3, 5]",fi,"[7, 6]",7,6,0.8200000000000001,False,3320
5c328af23f5d210001834f82,free,test2,False,24,1,"[4, 2]",fi,"[0, 2]",0,2,0.8,False,38157
5c328af23f5d210001834f82,free,test2,False,25,1,"[6, 2]",fi,"[0, 2]",2,2,0.8200000000000001,True,4757
5c328af23f5d210001834f82,free,test2,False,25,3,"[2, 3]",fi,"[3, 5]",3,3,0.1,True,7793
5c328af23f5d210001834f82,free,test2,False,26,4,"[5, 1]",fi,"[7, 6]",6,7,1.0,False,3907
5c328af23f5d210001834f82,free,test2,False,26,1,"[1, 3]",fi,"[0, 2]",0,0,0.15,True,4350
5c328af23f5d210001834f82,free,test2,False,27,3,"[4, 6]",fi,"[5, 3]",5,5,0.63,True,4224
5c328af23f5d210001834f82,free,test2,False,27,4,"[5, 6]",fi,"[7, 6]",7,7,1.0,True,3053
5c328af23f5d210001834f82,free,test2,False,28,4,"[4, 1]",fi,"[7, 6]",6,7,0.96,False,4101
5c328af23f5d210001834f82,free,test2,False,28,3,"[1, 3]",fi,"[5, 3]",3,3,0.28,True,20270
5c328af23f5d210001834f82,free,test2,False,29,3,"[3, 3]",fi,"[3, 5]",3,5,0.11,False,4624
5c328af23f5d210001834f82,free,test2,False,29,4,"[3, 2]",fi,"[7, 6]",6,6,0.25,True,5889
5c328af23f5d210001834f82,free,test2,False,30,1,"[2, 6]",fi,"[2, 0]",2,0,1.0,False,3282
5c328af23f5d210001834f82,free,test2,False,30,1,"[6, 6]",fi,"[0, 2]",2,0,1.0,False,2638
5c328af23f5d210001834f82,free,test2,False,31,4,"[6, 2]",fi,"[7, 6]",7,7,1.0,True,8940
5c328af23f5d210001834f82,free,test2,False,31,1,"[3, 6]",fi,"[0, 2]",2,0,1.0,False,3827
5c328af23f5d210001834f82,free,test2,False,32,3,"[3, 5]",fi,"[5, 3]",5,5,0.48,True,4212
5c328af23f5d210001834f82,free,test2,False,32,4,"[1, 1]",fi,"[6, 7]",6,6,1.0,True,2758
5c328af23f5d210001834f82,free,test2,False,33,1,"[4, 6]",fi,"[2, 0]",2,0,1.0,False,6452
5c328af23f5d210001834f82,free,test2,False,33,3,"[4, 1]",fi,"[5, 3]",3,3,0.25,True,2615
5c328af23f5d210001834f82,free,test2,False,34,4,"[2, 2]",fi,"[6, 7]",6,6,0.96,True,3481
5c328af23f5d210001834f82,free,test2,False,34,4,"[2, 2]",fi,"[7, 6]",6,6,1.0,True,5508
5c328af23f5d210001834f82,free,test2,False,35,1,"[2, 3]",fi,"[0, 2]",0,2,0.22,False,38785
5c328af23f5d210001834f82,free,test2,False,35,1,"[6, 5]",fi,"[0, 2]",2,0,1.0,False,1879
5c328af23f5d210001834f82,free,test2,False,36,3,"[6, 6]",fi,"[5, 3]",5,5,0.22,True,5100
5c328af23f5d210001834f82,free,test2,False,36,3,"[4, 5]",fi,"[3, 5]",5,5,0.53,True,3811
5c328af23f5d210001834f82,free,test2,False,37,4,"[4, 6]",fi,"[6, 7]",7,7,0.14,True,4843
5c328af23f5d210001834f82,free,test2,False,37,3,"[2, 6]",fi,"[5, 3]",5,5,0.39,True,2514
5c328af23f5d210001834f82,free,test2,False,38,1,"[1, 4]",fi,"[0, 2]",0,0,0.23,True,32534
5c328af23f5d210001834f82,free,test2,False,38,1,"[6, 3]",fi,"[0, 2]",2,2,0.76,True,3295
5c328af23f5d210001834f82,free,test2,False,39,3,"[2, 6]",fi,"[3, 5]",5,5,0.1,True,58186
5c328af23f5d210001834f82,free,test2,False,39,4,"[4, 4]",fi,"[6, 7]",7,7,1.0,True,3677
5c328af23f5d210001834f82,free,test2,False,40,4,"[5, 3]",fi,"[7, 6]",7,7,0.98,True,81774
5c328af23f5d210001834f82,free,test2,False,40,3,"[5, 1]",fi,"[3, 5]",3,3,0.62,True,9614
5c328af23f5d210001834f82,free,test2,False,41,3,"[6, 4]",fi,"[5, 3]",5,5,0.23,True,52857
5c328af23f5d210001834f82,free,test2,False,41,4,"[4, 2]",fi,"[7, 6]",6,7,1.0,False,2038
5c328af23f5d210001834f82,free,test2,False,42,1,"[3, 5]",fi,"[0, 2]",2,0,0.65,False,3052
5c328af23f5d210001834f82,free,test2,False,42,1,"[5, 6]",fi,"[2, 0]",2,0,1.0,False,2672
5c328af23f5d210001834f82,free,test2,False,43,1,"[1, 3]",fi,"[2, 0]",0,2,0.55,False,5634
5c328af23f5d210001834f82,free,test2,False,43,3,"[6, 2]",fi,"[5, 3]",5,3,0.36,False,3274
5c328af23f5d210001834f82,free,test2,False,44,4,"[1, 1]",fi,"[7, 6]",6,6,1.0,True,4557
5c328af23f5d210001834f82,free,test2,False,44,4,"[6, 6]",fi,"[6, 7]",7,7,1.0,True,2029
5c328af23f5d210001834f82,free,test2,False,45,3,"[5, 6]",fi,"[3, 5]",5,5,0.9400000000000001,True,2228
5c328af23f5d210001834f82,free,test2,False,45,1,"[1, 5]",fi,"[2, 0]",0,0,1.0,True,8600
5c328af23f5d210001834f82,free,test2,False,46,1,"[3, 3]",fi,"[0, 2]",0,0,0.36,True,5629
5c328af23f5d210001834f82,free,test2,False,46,4,"[4, 6]",fi,"[6, 7]",7,7,0.59,True,3419
5c328af23f5d210001834f82,free,test2,False,47,4,"[2, 6]",fi,"[6, 7]",7,6,1.0,False,4126
5c328af23f5d210001834f82,free,test2,False,47,3,"[6, 3]",fi,"[5, 3]",5,3,0.5,False,3043
5c328af23f5d210001834f82,free,test2,False,48,3,"[4, 1]",fi,"[3, 5]",3,3,0.71,True,2232
5c328af23f5d210001834f82,free,test2,False,48,1,"[4, 5]",fi,"[2, 0]",2,0,1.0,False,2027
5c328af23f5d210001834f82,free,test2,False,49,1,"[3, 1]",fi,"[2, 0]",0,2,1.0,False,34283
5c328af23f5d210001834f82,free,test2,False,49,4,"[6, 4]",fi,"[7, 6]",7,7,1.0,True,2433
5c328af23f5d210001834f82,free,test2,False,50,3,"[2, 2]",fi,"[3, 5]",3,3,0.47000000000000003,True,14436
5c328af23f5d210001834f82,free,test2,False,50,1,"[4, 4]",fi,"[0, 2]",2,0,0.67,False,39817
5c328af23f5d210001834f82,free,test2,False,51,4,"[3, 6]",fi,"[6, 7]",7,6,0.5,False,5322
5c328af23f5d210001834f82,free,test2,False,51,3,"[3, 6]",fi,"[5, 3]",5,5,1.0,True,2693
5c328af23f5d210001834f82,free,test2,False,52,1,"[1, 1]",fi,"[2, 0]",0,2,0.97,False,3718
5c328af23f5d210001834f82,free,test2,False,52,3,"[6, 5]",fi,"[5, 3]",5,5,0.26,True,14434
5c328af23f5d210001834f82,free,test2,False,53,4,"[4, 5]",fi,"[7, 6]",7,7,1.0,True,3237
5c328af23f5d210001834f82,free,test2,False,53,4,"[4, 5]",fi,"[7, 6]",7,7,0.61,True,4512
5c328af23f5d210001834f82,free,test2,False,54,3,"[4, 4]",fi,"[3, 5]",5,3,0.19,False,141269
5c328af23f5d210001834f82,free,test2,False,54,1,"[2, 2]",fi,"[0, 2]",0,2,1.0,False,4298
5c328af23f5d210001834f82,free,test2,False,55,4,"[5, 4]",fi,"[7, 6]",7,7,1.0,True,3465
5c328af23f5d210001834f82,free,test2,False,55,4,"[5, 3]",fi,"[7, 6]",7,7,1.0,True,3001
5c328af23f5d210001834f82,free,test2,False,56,3,"[3, 1]",fi,"[5, 3]",3,3,0.33,True,3688
5c328af23f5d210001834f82,free,test2,False,56,3,"[1, 4]",fi,"[5, 3]",3,5,0.17,False,4236
5c328af23f5d210001834f82,free,test2,False,57,1,"[5, 5]",fi,"[2, 0]",2,0,1.0,False,4008
5c328af23f5d210001834f82,free,test2,False,57,1,"[6, 2]",fi,"[2, 0]",2,2,1.0,True,5421
5c328af23f5d210001834f82,free,test2,False,58,3,"[3, 2]",fi,"[5, 3]",3,3,0.38,True,32083
5c328af23f5d210001834f82,free,test2,False,58,1,"[2, 4]",fi,"[0, 2]",0,0,1.0,True,11438
5c328af23f5d210001834f82,free,test2,False,59,4,"[4, 4]",fi,"[6, 7]",7,7,0.96,True,2698
5c328af23f5d210001834f82,free,test2,False,59,4,"[5, 5]",fi,"[7, 6]",7,7,1.0,True,3298
5c328af23f5d210001834f82,free,test2,False,60,1,"[5, 6]",fi,"[2, 0]",2,0,1.0,False,1894
5c328af23f5d210001834f82,free,test2,False,60,3,"[6, 6]",fi,"[3, 5]",5,3,0.25,False,2602
5c328af23f5d210001834f82,free,test2,False,61,4,"[1, 4]",fi,"[6, 7]",6,6,1.0,True,4069
5c328af23f5d210001834f82,free,test2,False,61,1,"[1, 4]",fi,"[0, 2]",0,0,0.14,True,4243
5c328af23f5d210001834f82,free,test2,False,62,3,"[4, 5]",fi,"[5, 3]",5,5,0.42,True,21949
5c328af23f5d210001834f82,free,test2,False,62,4,"[3, 1]",fi,"[6, 7]",6,6,0.24,True,2711
5c328af23f5d210001834f82,free,test2,False,63,1,"[5, 1]",fi,"[2, 0]",0,2,1.0,False,9548
5c328af23f5d210001834f82,free,test2,False,63,3,"[3, 5]",fi,"[5, 3]",5,5,0.13,True,2932
5c328af23f5d210001834f82,free,test2,False,64,3,"[5, 1]",fi,"[5, 3]",3,3,0.44,True,4891
5c328af23f5d210001834f82,free,test2,False,64,1,"[5, 1]",fi,"[0, 2]",0,2,1.0,False,2404
5c328af23f5d210001834f82,free,test2,False,65,1,"[2, 4]",fi,"[0, 2]",0,0,1.0,True,3682
5c328af23f5d210001834f82,free,test2,False,65,4,"[2, 1]",fi,"[7, 6]",6,6,1.0,True,2853
5c328af23f5d210001834f82,free,test2,False,66,4,"[6, 5]",fi,"[6, 7]",7,7,1.0,True,2672
5c328af23f5d210001834f82,free,test2,False,66,3,"[2, 2]",fi,"[3, 5]",3,3,0.17,True,8098
5c328af23f5d210001834f82,free,test2,False,67,3,"[5, 5]",fi,"[3, 5]",5,5,0.5,True,3360
5c328af23f5d210001834f82,free,test2,False,67,1,"[1, 2]",fi,"[0, 2]",0,2,0.30000000000000004,False,22525
5c328af23f5d210001834f82,free,test2,False,68,1,"[2, 1]",fi,"[2, 0]",0,2,1.0,False,7639
5c328af23f5d210001834f82,free,test2,False,68,3,"[5, 4]",fi,"[5, 3]",5,5,0.23,True,9811
5c328af23f5d210001834f82,free,test2,False,69,4,"[1, 2]",fi,"[6, 7]",6,6,1.0,True,1849
5c328af23f5d210001834f82,free,test2,False,69,4,"[6, 5]",fi,"[6, 7]",7,7,1.0,True,2632
5c328af23f5d210001834f82,free,test2,False,70,4,"[1, 3]",fi,"[7, 6]",6,6,1.0,True,1801
5c328af23f5d210001834f82,free,test2,False,70,4,"[1, 5]",fi,"[7, 6]",6,6,1.0,True,3242
5c328af23f5d210001834f82,free,test2,False,71,3,"[1, 2]",fi,"[3, 5]",3,3,0.53,True,6765
5c328af23f5d210001834f82,free,test2,False,71,1,"[2, 6]",fi,"[2, 0]",2,0,1.0,False,10838
5c328af23f5d210001834f82,free,test2,False,72,1,"[6, 4]",fi,"[0, 2]",2,0,0.98,False,2570
5c328af23f5d210001834f82,free,test2,False,72,3,"[5, 5]",fi,"[5, 3]",5,5,0.65,True,2733
5c328af23f5d210001834f82,free,test2,False,73,3,"[2, 3]",fi,"[3, 5]",3,3,0.61,True,14424
5c328af23f5d210001834f82,free,test2,False,73,4,"[1, 2]",fi,"[7, 6]",6,6,1.0,True,2742
5c328af23f5d210001834f82,free,test2,False,74,1,"[5, 4]",fi,"[0, 2]",2,0,1.0,False,4404
5c328af23f5d210001834f82,free,test2,False,74,1,"[6, 4]",fi,"[2, 0]",2,0,1.0,False,4475
5c328af23f5d210001834f82,free,test2,False,75,4,"[5, 5]",fi,"[6, 7]",7,7,1.0,True,2980
5c328af23f5d210001834f82,free,test2,False,75,3,"[1, 1]",fi,"[3, 5]",3,3,0.6900000000000001,True,4408
5c328af23f5d210001834f82,free,test2,False,76,1,"[4, 5]",fi,"[0, 2]",2,0,1.0,False,4289
5c328af23f5d210001834f82,free,test2,False,76,4,"[6, 3]",fi,"[7, 6]",7,7,1.0,True,3559
5c328af23f5d210001834f82,free,test2,False,77,3,"[1, 3]",fi,"[3, 5]",3,3,0.28,True,2706
5c328af23f5d210001834f82,free,test2,False,77,3,"[3, 2]",fi,"[5, 3]",3,3,1.0,True,6257
5c328af23f5d210001834f82,free,test2,False,78,4,"[3, 2]",fi,"[7, 6]",6,6,0.21,True,40484
5c328af23f5d210001834f82,free,test2,False,78,1,"[4, 1]",fi,"[2, 0]",0,2,1.0,False,3853
5c328af23f5d210001834f82,free,test2,False,79,4,"[3, 5]",fi,"[6, 7]",7,6,0.78,False,4091
5c328af23f5d210001834f82,free,test2,False,80,1,"[5, 3]",fi,"[0, 2]",2,2,0.64,True,9667
5c328af23f5d210001834f82,free,test2,False,81,3,"[2, 1]",fi,"[3, 5]",3,3,1.0,True,4236
5c328af23f5d210001834f82,free,test2,False,82,1,"[3, 5]",fi,"[0, 2]",2,0,1.0,False,7862
5c328af23f5d210001834f82,free,test2,False,83,3,"[1, 2]",fi,"[5, 3]",3,3,0.63,True,2866
5c328af23f5d210001834f82,free,test2,False,84,4,"[3, 3]",fi,"[6, 7]",6,6,0.45,True,5915
5c328af23f5d210001834f82,free,test2,False,85,3,"[5, 3]",fi,"[5, 3]",5,3,0.64,False,6478
5c328af23f5d210001834f82,free,test2,False,86,1,"[2, 1]",fi,"[0, 2]",0,2,1.0,False,6663
5c328af23f5d210001834f82,free,test2,False,87,4,"[2, 4]",fi,"[7, 6]",6,6,1.0,True,5160
5c328af23f5d210001834f82,free,test2,False,88,1,"[5, 5]",fi,"[0, 2]",2,0,1.0,False,2940
5c328af23f5d210001834f82,free,test2,False,89,4,"[6, 2]",fi,"[7, 6]",7,7,1.0,True,4273
5c328af23f5d210001834f82,free,test2,False,90,3,"[1, 5]",fi,"[5, 3]",3,5,0.8200000000000001,False,3094
5c351b21d4ae620001d3ee01,free,epochs,True,1,4,"[3, 6]",fi,"[7, 6]",7,6,0.12,False,18860
5c351b21d4ae620001d3ee01,free,epochs,True,2,4,"[5, 5]",fi,"[6, 7]",7,7,1.0,True,6180
5c351b21d4ae620001d3ee01,free,epochs,True,3,1,"[6, 4]",fi,"[2, 0]",2,2,0.05,True,4985
5c351b21d4ae620001d3ee01,free,epochs,True,4,3,"[5, 5]",fi,"[5, 3]",5,3,0.05,False,4518
5c351b21d4ae620001d3ee01,free,epochs,True,5,1,"[3, 2]",fi,"[0, 2]",0,2,1.0,False,5648
5c351b21d4ae620001d3ee01,free,epochs,True,6,4,"[2, 4]",fi,"[6, 7]",6,7,1.0,False,5605
5c351b21d4ae620001d3ee01,free,epochs,True,7,4,"[6, 4]",fi,"[7, 6]",7,7,1.0,True,5779
5c351b21d4ae620001d3ee01,free,epochs,True,8,1,"[5, 6]",fi,"[0, 2]",2,2,0.04,True,7439
5c351b21d4ae620001d3ee01,free,epochs,True,9,4,"[2, 3]",fi,"[6, 7]",6,6,1.0,True,6051
5c351b21d4ae620001d3ee01,free,epochs,True,10,4,"[5, 3]",fi,"[6, 7]",7,7,1.0,True,9220
5c351b21d4ae620001d3ee01,free,epochs,True,11,3,"[2, 6]",fi,"[3, 5]",5,5,1.0,True,4352
5c351b21d4ae620001d3ee01,free,epochs,True,12,3,"[4, 1]",fi,"[5, 3]",3,3,1.0,True,5408
5c351b21d4ae620001d3ee01,free,epochs,True,13,4,"[5, 6]",fi,"[6, 7]",7,7,1.0,True,4705
5c351b21d4ae620001d3ee01,free,epochs,True,14,4,"[1, 4]",fi,"[6, 7]",6,6,0.05,True,5739
5c351b21d4ae620001d3ee01,free,epochs,True,15,3,"[4, 5]",fi,"[5, 3]",5,5,1.0,True,4746
5c351b21d4ae620001d3ee01,free,epochs,True,16,4,"[3, 2]",fi,"[6, 7]",6,6,1.0,True,4992
5c351b21d4ae620001d3ee01,free,epochs,True,17,1,"[4, 4]",fi,"[2, 0]",2,2,1.0,True,6179
5c351b21d4ae620001d3ee01,free,epochs,True,18,4,"[4, 1]",fi,"[7, 6]",6,6,1.0,True,7303
5c351b21d4ae620001d3ee01,free,epochs,True,19,1,"[5, 1]",fi,"[0, 2]",0,0,0.07,True,4839
5c351b21d4ae620001d3ee01,free,epochs,True,20,1,"[3, 1]",fi,"[2, 0]",0,0,1.0,True,5019
5c351b21d4ae620001d3ee01,free,epochs,True,21,4,"[1, 2]",fi,"[7, 6]",6,6,1.0,True,6087
5c351b21d4ae620001d3ee01,free,epochs,True,22,1,"[4, 1]",fi,"[0, 2]",0,0,1.0,True,4726
5c351b21d4ae620001d3ee01,free,epochs,True,23,4,"[6, 3]",fi,"[6, 7]",7,7,1.0,True,8773
5c351b21d4ae620001d3ee01,free,epochs,True,24,4,"[2, 2]",fi,"[6, 7]",6,6,1.0,True,4396
5c351b21d4ae620001d3ee01,free,epochs,True,25,1,"[3, 3]",fi,"[2, 0]",0,0,1.0,True,8108
5c351b21d4ae620001d3ee01,free,epochs,True,26,4,"[1, 1]",fi,"[7, 6]",6,6,1.0,True,4942
5c351b21d4ae620001d3ee01,free,epochs,True,27,1,"[1, 2]",fi,"[0, 2]",0,0,1.0,True,5633
5c351b21d4ae620001d3ee01,free,epochs,True,28,3,"[4, 2]",fi,"[3, 5]",3,3,1.0,True,5456
5c351b21d4ae620001d3ee01,free,epochs,True,29,1,"[2, 1]",fi,"[2, 0]",0,0,1.0,True,4950
5c351b21d4ae620001d3ee01,free,epochs,True,30,4,"[6, 2]",fi,"[6, 7]",7,7,1.0,True,4635
5c351b21d4ae620001d3ee01,free,epochs,True,31,4,"[1, 5]",fi,"[6, 7]",6,6,1.0,True,4385
5c351b21d4ae620001d3ee01,free,epochs,True,32,4,"[3, 3]",fi,"[7, 6]",6,6,1.0,True,5277
5c351b21d4ae620001d3ee01,free,epochs,True,33,4,"[4, 6]",fi,"[6, 7]",7,7,1.0,True,34623
5c351b21d4ae620001d3ee01,free,epochs,True,34,4,"[4, 5]",fi,"[6, 7]",7,7,1.0,True,5282
5c351b21d4ae620001d3ee01,free,epochs,True,35,4,"[4, 2]",fi,"[7, 6]",6,6,1.0,True,12973
5c351b21d4ae620001d3ee01,free,epochs,True,36,4,"[5, 1]",fi,"[6, 7]",6,7,1.0,False,4359
5c351b21d4ae620001d3ee01,free,epochs,True,37,4,"[3, 5]",fi,"[7, 6]",7,6,1.0,False,4541
5c351b21d4ae620001d3ee01,free,epochs,True,38,4,"[6, 5]",fi,"[6, 7]",7,7,1.0,True,5191
5c351b21d4ae620001d3ee01,free,epochs,True,39,4,"[4, 4]",fi,"[6, 7]",7,6,1.0,False,39140
5c351b21d4ae620001d3ee01,free,epochs,True,40,4,"[6, 6]",fi,"[7, 6]",7,7,1.0,True,7713
5c351b21d4ae620001d3ee01,free,epochs,True,41,4,"[2, 1]",fi,"[6, 7]",6,6,1.0,True,4913
5c351b21d4ae620001d3ee01,free,epochs,True,42,4,"[2, 6]",fi,"[6, 7]",7,6,1.0,False,6433
5c351b21d4ae620001d3ee01,free,epochs,True,43,4,"[1, 3]",fi,"[6, 7]",6,6,1.0,True,4445
5c351b21d4ae620001d3ee01,free,epochs,True,44,4,"[5, 4]",fi,"[6, 7]",7,6,1.0,False,4730
5c351b21d4ae620001d3ee01,free,epochs,True,45,4,"[3, 1]",fi,"[6, 7]",6,7,1.0,False,102641
5c351b21d4ae620001d3ee01,free,epochs,True,46,4,"[4, 6]",fi,"[6, 7]",7,6,1.0,False,10975
5c351b21d4ae620001d3ee01,free,epochs,True,47,3,"[1, 3]",fi,"[3, 5]",3,5,1.0,False,12398
5c351b21d4ae620001d3ee01,free,epochs,True,48,4,"[6, 6]",fi,"[6, 7]",7,7,1.0,True,4924
5c351b21d4ae620001d3ee01,free,epochs,True,49,4,"[3, 1]",fi,"[7, 6]",6,7,1.0,False,85748
5c351b21d4ae620001d3ee01,free,epochs,True,50,4,"[3, 5]",fi,"[6, 7]",7,7,1.0,True,11960
5c351b21d4ae620001d3ee01,free,epochs,True,51,4,"[4, 5]",fi,"[7, 6]",7,7,1.0,True,24227
5c351b21d4ae620001d3ee01,free,epochs,True,52,4,"[2, 1]",fi,"[6, 7]",6,6,1.0,True,6608
5c351b21d4ae620001d3ee01,free,epochs,True,53,4,"[2, 6]",fi,"[7, 6]",7,6,1.0,False,4963
5c351b21d4ae620001d3ee01,free,epochs,True,54,4,"[5, 3]",fi,"[6, 7]",7,6,1.0,False,5945
5c351b21d4ae620001d3ee01,free,epochs,True,55,3,"[3, 3]",fi,"[5, 3]",3,3,1.0,True,8197
5c351b21d4ae620001d3ee01,free,epochs,True,56,4,"[5, 4]",fi,"[6, 7]",7,7,1.0,True,5085
5c351b21d4ae620001d3ee01,free,epochs,True,57,4,"[2, 3]",fi,"[6, 7]",6,7,0.54,False,10496
5c351b21d4ae620001d3ee01,free,epochs,True,58,4,"[3, 2]",fi,"[6, 7]",6,6,0.39,True,7162
5c351b21d4ae620001d3ee01,free,epochs,True,59,4,"[1, 4]",fi,"[6, 7]",6,6,1.0,True,4934
